CustomerID,AssetID,UsageHours,CustName,CustAge
354,14,19,Customer_354,30
355,37,16,Customer_355,38
356,5,15,Customer_356,33
357,47,2,Customer_357,24
358,99,1,Customer_358,37
359,86,16,Customer_359,44
360,97,1,Customer_360,24
361,67,23,Customer_361,33
362,90,22,Customer_362,31
363,83,21,Customer_363,25
364,42,23,Customer_364,38
365,62,18,Customer_365,44
366,20,17,Customer_366,47
367,23,13,Customer_367,36
368,25,3,Customer_368,48
369,56,7,Customer_369,36
370,91,7,Customer_370,25
371,54,18,Customer_371,46
372,97,4,Customer_372,48
373,42,10,Customer_373,39
374,32,6,Customer_374,31
375,57,22,Customer_375,47
376,47,6,Customer_376,34
377,25,22,Customer_377,48
378,17,14,Customer_378,48
379,89,1,Customer_379,36
380,64,21,Customer_380,27
381,23,12,Customer_381,31
382,89,6,Customer_382,25
383,21,14,Customer_383,39
384,49,17,Customer_384,27
385,55,13,Customer_385,30
386,19,12,Customer_386,31
387,61,15,Customer_387,32
388,85,1,Customer_388,48
389,30,23,Customer_389,25
390,61,20,Customer_390,39
391,100,2,Customer_391,26
392,33,9,Customer_392,38
393,28,17,Customer_393,27
394,65,14,Customer_394,49
395,46,23,Customer_395,24
396,34,11,Customer_396,24
397,47,24,Customer_397,25
398,36,24,Customer_398,32
399,77,10,Customer_399,48
400,5,20,Customer_400,50
401,77,21,Customer_401,50
402,93,12,Customer_402,33
403,57,5,Customer_403,39
404,64,12,Customer_404,44
405,17,18,Customer_405,23
406,69,11,Customer_406,45
407,32,23,Customer_407,23
408,44,8,Customer_408,27
409,62,23,Customer_409,47
410,77,23,Customer_410,29
411,33,20,Customer_411,44
412,19,9,Customer_412,50
413,42,23,Customer_413,23
414,37,5,Customer_414,39
415,49,23,Customer_415,28
416,35,3,Customer_416,45
417,28,23,Customer_417,50
418,19,1,Customer_418,33
419,5,18,Customer_419,29
420,75,9,Customer_420,46
421,7,3,Customer_421,32
422,86,13,Customer_422,39
423,50,10,Customer_423,45
424,37,8,Customer_424,42
425,32,9,Customer_425,34
426,58,11,Customer_426,23
427,72,8,Customer_427,43
428,94,16,Customer_428,43
429,65,23,Customer_429,32
430,7,4,Customer_430,41
431,1,24,Customer_431,43
432,45,18,Customer_432,32
433,12,2,Customer_433,35
434,53,7,Customer_434,35
435,60,5,Customer_435,28
436,57,1,Customer_436,44
437,96,14,Customer_437,43
438,19,20,Customer_438,33
439,24,8,Customer_439,45
440,74,17,Customer_440,25
441,58,10,Customer_441,42
442,72,20,Customer_442,32
443,76,19,Customer_443,40
444,13,18,Customer_444,34
445,12,22,Customer_445,45
446,65,1,Customer_446,32
447,96,5,Customer_447,24
448,82,14,Customer_448,25
449,21,21,Customer_449,48
450,32,13,Customer_450,47
451,86,1,Customer_451,43
452,72,23,Customer_452,36
453,66,17,Customer_453,40
454,23,12,Customer_454,31
455,82,9,Customer_455,32
456,21,16,Customer_456,37
457,49,16,Customer_457,31
458,27,17,Customer_458,29
459,1,13,Customer_459,34
460,79,21,Customer_460,25
461,88,5,Customer_461,45
462,11,18,Customer_462,24
463,68,3,Customer_463,38
464,19,1,Customer_464,27
465,93,6,Customer_465,44
466,81,11,Customer_466,43
467,29,18,Customer_467,42
468,8,23,Customer_468,40
469,98,8,Customer_469,48
470,67,7,Customer_470,37
471,88,14,Customer_471,43
472,4,6,Customer_472,48
473,22,10,Customer_473,27
474,8,11,Customer_474,47
475,39,10,Customer_475,39
476,41,4,Customer_476,28
477,23,3,Customer_477,36
478,24,15,Customer_478,37
479,88,21,Customer_479,30
480,87,13,Customer_480,48
481,51,22,Customer_481,24
482,54,7,Customer_482,25
483,10,5,Customer_483,37
484,24,2,Customer_484,47
485,93,7,Customer_485,31
486,94,8,Customer_486,29
487,37,24,Customer_487,42
488,13,1,Customer_488,37
489,53,15,Customer_489,34
490,70,9,Customer_490,24
491,72,2,Customer_491,37
492,1,13,Customer_492,24
493,23,5,Customer_493,50
494,66,10,Customer_494,44
495,21,1,Customer_495,40
496,48,17,Customer_496,48
497,15,11,Customer_497,30
498,14,23,Customer_498,27
499,89,12,Customer_499,47
500,66,22,Customer_500,48
501,56,18,Customer_501,23
502,62,17,Customer_502,44
503,81,12,Customer_503,45
504,94,6,Customer_504,35
505,6,17,Customer_505,31
506,84,6,Customer_506,47
507,17,8,Customer_507,49
508,53,16,Customer_508,33
509,28,20,Customer_509,27
510,20,22,Customer_510,31
511,53,3,Customer_511,29
512,6,24,Customer_512,28
513,70,19,Customer_513,42
514,53,5,Customer_514,34
515,52,17,Customer_515,42
516,90,12,Customer_516,40
517,53,11,Customer_517,36
518,45,23,Customer_518,32
519,29,3,Customer_519,35
520,8,9,Customer_520,33
521,2,17,Customer_521,45
522,21,1,Customer_522,48
523,47,9,Customer_523,48
524,48,17,Customer_524,25
525,92,5,Customer_525,30
526,76,4,Customer_526,30
527,97,18,Customer_527,25
528,22,12,Customer_528,45
529,91,18,Customer_529,49
530,95,4,Customer_530,50
531,6,1,Customer_531,28
532,68,24,Customer_532,41
533,94,2,Customer_533,41
534,14,6,Customer_534,24
535,58,22,Customer_535,27
536,10,10,Customer_536,35
537,84,1,Customer_537,47
538,55,9,Customer_538,49
539,88,18,Customer_539,34
540,9,20,Customer_540,36
541,53,3,Customer_541,44
542,44,18,Customer_542,38
543,21,12,Customer_543,47
544,8,9,Customer_544,27
545,7,8,Customer_545,31
546,65,11,Customer_546,48
547,25,11,Customer_547,33
548,95,9,Customer_548,50
549,82,23,Customer_549,24
550,35,6,Customer_550,32
551,14,18,Customer_551,36
552,88,15,Customer_552,43
553,80,8,Customer_553,36
554,11,22,Customer_554,45
555,66,24,Customer_555,50
556,37,16,Customer_556,38
557,22,13,Customer_557,47
558,29,7,Customer_558,35
559,57,11,Customer_559,45
560,36,9,Customer_560,49
561,82,11,Customer_561,35
562,13,17,Customer_562,24
563,11,13,Customer_563,32
564,53,7,Customer_564,50
565,81,11,Customer_565,33
566,97,4,Customer_566,44
567,35,9,Customer_567,29
568,2,19,Customer_568,42
569,26,20,Customer_569,28
570,13,7,Customer_570,44
571,44,17,Customer_571,27
572,45,14,Customer_572,37
573,41,15,Customer_573,25
574,4,11,Customer_574,34
575,27,5,Customer_575,27
576,10,5,Customer_576,48
577,10,11,Customer_577,47
578,66,13,Customer_578,45
579,100,23,Customer_579,36
580,99,16,Customer_580,50
581,15,14,Customer_581,39
582,55,15,Customer_582,44
583,24,7,Customer_583,30
584,76,18,Customer_584,40
585,35,9,Customer_585,28
586,47,18,Customer_586,28
587,56,20,Customer_587,26
588,15,1,Customer_588,47
589,29,2,Customer_589,27
590,17,2,Customer_590,32
591,33,8,Customer_591,25
592,51,11,Customer_592,50
593,61,2,Customer_593,24
594,53,12,Customer_594,41
595,25,16,Customer_595,50
596,6,4,Customer_596,50
597,7,23,Customer_597,47
598,90,15,Customer_598,28
599,2,20,Customer_599,27
600,24,3,Customer_600,38
601,19,5,Customer_601,42
602,90,20,Customer_602,33
603,48,4,Customer_603,43
604,78,6,Customer_604,36
605,96,6,Customer_605,36
606,79,24,Customer_606,39
607,75,16,Customer_607,46
608,3,24,Customer_608,36
609,25,16,Customer_609,46
610,67,5,Customer_610,39
611,87,12,Customer_611,28
612,39,23,Customer_612,23
613,81,7,Customer_613,30
614,83,9,Customer_614,45
615,15,5,Customer_615,39
616,22,14,Customer_616,29
617,72,1,Customer_617,33
618,87,16,Customer_618,26
619,17,21,Customer_619,28
620,71,3,Customer_620,29
621,73,4,Customer_621,31
622,91,16,Customer_622,35
623,39,11,Customer_623,32
624,64,18,Customer_624,23
625,25,16,Customer_625,39
626,8,20,Customer_626,33
627,5,22,Customer_627,43
628,11,12,Customer_628,45
629,85,3,Customer_629,42
630,100,6,Customer_630,41
631,32,16,Customer_631,32
632,33,3,Customer_632,38
633,11,17,Customer_633,32
634,94,6,Customer_634,31
635,34,12,Customer_635,40
636,8,16,Customer_636,45
637,58,18,Customer_637,39
638,2,24,Customer_638,48
639,64,13,Customer_639,46
640,95,12,Customer_640,43
641,29,19,Customer_641,47
642,31,9,Customer_642,44
643,88,22,Customer_643,24
644,62,19,Customer_644,45
645,17,8,Customer_645,30
646,72,12,Customer_646,34
647,47,24,Customer_647,24
648,1,10,Customer_648,28
649,62,11,Customer_649,37
650,50,3,Customer_650,40
651,99,2,Customer_651,48
652,37,3,Customer_652,31
653,23,15,Customer_653,38
654,67,18,Customer_654,45
655,69,11,Customer_655,41
656,26,14,Customer_656,46
657,91,19,Customer_657,34
658,68,8,Customer_658,27
659,91,2,Customer_659,46
660,97,1,Customer_660,49
661,25,8,Customer_661,33
662,14,17,Customer_662,50
663,11,6,Customer_663,36
664,16,24,Customer_664,32
665,53,16,Customer_665,43
666,20,23,Customer_666,41
667,61,1,Customer_667,50
668,77,4,Customer_668,33
669,22,12,Customer_669,39
670,5,20,Customer_670,39
671,35,5,Customer_671,23
672,3,1,Customer_672,45
673,65,19,Customer_673,39
674,71,3,Customer_674,45
675,98,22,Customer_675,38
676,13,1,Customer_676,50
677,63,2,Customer_677,30
678,38,15,Customer_678,38
679,30,24,Customer_679,49
680,30,19,Customer_680,26
681,65,4,Customer_681,23
682,10,17,Customer_682,25
683,27,14,Customer_683,23
684,85,18,Customer_684,24
685,84,17,Customer_685,33
686,45,7,Customer_686,29
687,82,15,Customer_687,47
688,91,11,Customer_688,49
689,32,24,Customer_689,34
690,10,13,Customer_690,31
691,15,19,Customer_691,33
692,66,9,Customer_692,36
693,44,14,Customer_693,47
694,54,9,Customer_694,28
695,88,20,Customer_695,47
696,35,5,Customer_696,32
697,21,12,Customer_697,43
698,32,3,Customer_698,34
699,18,24,Customer_699,43
700,27,8,Customer_700,44
701,56,23,Customer_701,36
702,32,18,Customer_702,27
703,4,9,Customer_703,24
704,21,16,Customer_704,28
705,98,12,Customer_705,46
706,78,7,Customer_706,28
707,35,13,Customer_707,45
708,41,14,Customer_708,45
709,80,18,Customer_709,45
710,16,2,Customer_710,39
711,12,19,Customer_711,43
712,66,7,Customer_712,27
713,48,4,Customer_713,28
714,70,16,Customer_714,26
715,18,5,Customer_715,36
716,26,22,Customer_716,32
717,64,9,Customer_717,33
718,75,1,Customer_718,39
719,27,12,Customer_719,27
720,88,11,Customer_720,44
721,93,22,Customer_721,26
722,49,9,Customer_722,32
723,8,9,Customer_723,30
724,11,5,Customer_724,49
725,86,16,Customer_725,46
726,78,19,Customer_726,36
727,80,24,Customer_727,34
728,67,24,Customer_728,41
729,48,21,Customer_729,23
730,39,11,Customer_730,39
731,12,2,Customer_731,23
732,56,21,Customer_732,24
733,95,10,Customer_733,50
734,88,2,Customer_734,35
735,2,21,Customer_735,34
736,35,16,Customer_736,49
737,78,18,Customer_737,45
738,99,11,Customer_738,36
739,40,1,Customer_739,50
740,42,9,Customer_740,49
741,22,2,Customer_741,44
742,68,7,Customer_742,48
743,34,4,Customer_743,37
744,20,1,Customer_744,48
745,1,2,Customer_745,34
746,62,15,Customer_746,28
747,58,7,Customer_747,49
748,76,1,Customer_748,42
749,69,17,Customer_749,32
750,3,17,Customer_750,34
751,52,23,Customer_751,38
752,55,17,Customer_752,33
753,83,12,Customer_753,44
754,55,17,Customer_754,42
755,14,13,Customer_755,38
756,98,12,Customer_756,47
757,40,10,Customer_757,48
758,43,23,Customer_758,36
759,80,12,Customer_759,37
760,45,20,Customer_760,49
761,45,5,Customer_761,35
762,92,3,Customer_762,23
763,54,15,Customer_763,29
764,86,18,Customer_764,25
765,69,13,Customer_765,36
766,5,6,Customer_766,50
767,61,10,Customer_767,23
768,39,7,Customer_768,37
769,69,16,Customer_769,37
770,30,23,Customer_770,35
771,99,15,Customer_771,37
772,27,2,Customer_772,36
773,92,12,Customer_773,44
774,98,4,Customer_774,36
775,9,14,Customer_775,48
776,19,3,Customer_776,36
777,64,3,Customer_777,30
778,19,4,Customer_778,31
779,65,19,Customer_779,34
780,92,10,Customer_780,30
781,51,14,Customer_781,42
782,36,10,Customer_782,27
783,39,5,Customer_783,49
784,97,17,Customer_784,46
785,45,2,Customer_785,29
786,6,12,Customer_786,34
787,38,4,Customer_787,45
788,38,24,Customer_788,44
789,95,20,Customer_789,38
790,83,16,Customer_790,41
791,65,19,Customer_791,39
792,78,7,Customer_792,43
793,86,8,Customer_793,33
794,98,15,Customer_794,34
795,21,3,Customer_795,29
796,85,14,Customer_796,25
797,49,13,Customer_797,36
798,45,22,Customer_798,32
799,85,23,Customer_799,47
800,29,24,Customer_800,44
801,75,14,Customer_801,24
802,85,1,Customer_802,26
803,33,18,Customer_803,24
804,24,12,Customer_804,26
805,83,10,Customer_805,28
806,11,21,Customer_806,29
807,41,21,Customer_807,29
808,76,10,Customer_808,34
809,1,12,Customer_809,36
810,8,22,Customer_810,34
811,75,9,Customer_811,38
812,3,24,Customer_812,46
813,39,6,Customer_813,30
814,82,1,Customer_814,25
815,23,13,Customer_815,39
816,42,24,Customer_816,35
817,17,23,Customer_817,40
818,58,21,Customer_818,39
819,5,4,Customer_819,32
820,81,9,Customer_820,31
821,50,4,Customer_821,30
822,21,2,Customer_822,36
823,64,11,Customer_823,44
824,60,14,Customer_824,45
825,48,7,Customer_825,26
826,27,10,Customer_826,46
827,57,7,Customer_827,28
828,60,16,Customer_828,38
829,21,21,Customer_829,37
830,66,20,Customer_830,43
831,47,9,Customer_831,47
832,9,13,Customer_832,37
833,11,1,Customer_833,45
834,35,1,Customer_834,46
835,44,17,Customer_835,27
836,55,6,Customer_836,41
837,25,4,Customer_837,47
838,68,14,Customer_838,50
839,94,24,Customer_839,50
840,30,9,Customer_840,45
841,40,6,Customer_841,35
842,10,17,Customer_842,42
843,99,5,Customer_843,36
844,62,18,Customer_844,50
845,59,4,Customer_845,36
846,41,22,Customer_846,26
847,3,15,Customer_847,28
848,17,6,Customer_848,45
849,78,20,Customer_849,28
850,10,21,Customer_850,44
851,41,20,Customer_851,48
852,41,22,Customer_852,31
853,61,20,Customer_853,33
854,69,14,Customer_854,48
855,33,4,Customer_855,30
856,42,9,Customer_856,26
857,44,11,Customer_857,41
858,13,17,Customer_858,44
859,72,7,Customer_859,30
860,11,3,Customer_860,39
861,52,9,Customer_861,48
862,20,22,Customer_862,50
863,32,17,Customer_863,50
864,49,6,Customer_864,36
865,32,3,Customer_865,26
866,62,2,Customer_866,50
867,23,20,Customer_867,28
868,50,22,Customer_868,26
869,94,3,Customer_869,44
870,71,22,Customer_870,50
871,86,20,Customer_871,47
872,90,10,Customer_872,35
873,70,24,Customer_873,45
874,31,21,Customer_874,39
875,60,8,Customer_875,36
876,71,20,Customer_876,26
877,83,9,Customer_877,37
878,66,4,Customer_878,41
879,13,1,Customer_879,38
880,97,9,Customer_880,48
881,68,4,Customer_881,25
882,52,23,Customer_882,50
883,80,13,Customer_883,33
884,41,5,Customer_884,35
885,16,21,Customer_885,30
886,12,21,Customer_886,42
887,2,19,Customer_887,42
888,1,15,Customer_888,49
889,66,22,Customer_889,38
890,1,2,Customer_890,34
891,88,9,Customer_891,42
892,14,21,Customer_892,48
893,64,23,Customer_893,31
894,82,15,Customer_894,34
895,52,16,Customer_895,42
896,74,13,Customer_896,29
897,13,14,Customer_897,34
898,7,4,Customer_898,24
899,73,19,Customer_899,39
900,49,3,Customer_900,39
901,88,4,Customer_901,47
902,37,4,Customer_902,23
903,46,10,Customer_903,45
904,6,15,Customer_904,47
905,8,20,Customer_905,33
906,68,6,Customer_906,44
907,6,24,Customer_907,35
908,24,18,Customer_908,33
909,24,11,Customer_909,41
910,69,18,Customer_910,46
911,86,19,Customer_911,25
912,29,13,Customer_912,39
913,21,2,Customer_913,25
914,56,16,Customer_914,30
915,37,18,Customer_915,28
916,18,8,Customer_916,28
917,68,8,Customer_917,34
918,40,19,Customer_918,28
919,61,10,Customer_919,29
920,11,14,Customer_920,35
921,13,4,Customer_921,41
922,58,2,Customer_922,45
923,84,8,Customer_923,50
924,78,11,Customer_924,26
925,79,6,Customer_925,30
926,46,20,Customer_926,40
927,59,5,Customer_927,24
928,80,18,Customer_928,47
929,10,14,Customer_929,38
930,18,20,Customer_930,46
931,22,9,Customer_931,41
932,31,16,Customer_932,46
933,70,6,Customer_933,36
934,10,18,Customer_934,23
935,40,18,Customer_935,36
936,42,17,Customer_936,35
937,87,10,Customer_937,33
938,81,19,Customer_938,26
939,80,10,Customer_939,33
940,98,22,Customer_940,24
941,53,4,Customer_941,50
942,7,11,Customer_942,23
943,6,19,Customer_943,40
944,25,24,Customer_944,34
945,4,23,Customer_945,36
946,41,22,Customer_946,45
947,80,13,Customer_947,46
948,90,2,Customer_948,25
949,5,2,Customer_949,35
950,20,10,Customer_950,36
951,42,7,Customer_951,33
952,79,14,Customer_952,32
953,78,11,Customer_953,29
954,1,15,Customer_954,29
955,94,24,Customer_955,27
956,77,4,Customer_956,29
957,26,10,Customer_957,40
958,25,15,Customer_958,46
959,66,21,Customer_959,33
960,76,17,Customer_960,27
961,61,22,Customer_961,48
962,39,17,Customer_962,27
963,72,18,Customer_963,28
964,78,19,Customer_964,36
965,7,18,Customer_965,36
966,43,9,Customer_966,25
967,86,23,Customer_967,45
968,32,5,Customer_968,23
969,71,23,Customer_969,35
970,66,5,Customer_970,37
971,19,1,Customer_971,50
972,79,23,Customer_972,43
973,96,10,Customer_973,24
974,82,11,Customer_974,49
975,92,19,Customer_975,31
976,43,16,Customer_976,33
977,23,2,Customer_977,30
978,11,19,Customer_978,47
979,53,13,Customer_979,47
980,47,6,Customer_980,49
981,57,23,Customer_981,40
982,32,15,Customer_982,27
983,39,17,Customer_983,44
984,47,2,Customer_984,39
985,35,7,Customer_985,33
986,3,10,Customer_986,34
987,77,23,Customer_987,43
988,60,23,Customer_988,33
989,78,21,Customer_989,48
990,32,17,Customer_990,30
991,30,16,Customer_991,49
992,8,23,Customer_992,48
993,29,9,Customer_993,28
994,41,7,Customer_994,36
995,74,12,Customer_995,28
996,13,6,Customer_996,35
